age, workclass, fnlwgt, eductation, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, income
20, Local-gov, 38455, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 10, United-States, <=50K.
56, Private, 294209, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K.
33, Private, 130215, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 35, ?, <=50K.
29, Private, 285294, Assoc-acdm, 12, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
29, Private, 168221, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 288907, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 4787, 0, 40, United-States, >50K.
26, Private, 391349, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
32, Private, 170276, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 46, United-States, >50K.
33, Private, 117963, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 55, United-States, <=50K.
54, Local-gov, 68015, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K.
20, ?, 285208, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K.
33, Private, 181091, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 16, United-States, <=50K.
44, Self-emp-not-inc, 53956, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 57, United-States, <=50K.
47, Federal-gov, 198223, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
90, Self-emp-not-inc, 83601, Prof-school, 15, Widowed, Prof-specialty, Not-in-family, White, Male, 1086, 0, 60, United-States, <=50K.
26, Self-emp-not-inc, 201579, 5th-6th, 3, Never-married, Prof-specialty, Unmarried, White, Male, 0, 0, 14, Mexico, <=50K.
44, Private, 137367, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Thailand, <=50K.
33, Private, 227325, Assoc-acdm, 12, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 60, Scotland, <=50K.
28, Private, 129814, Some-college, 10, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
26, Private, 193050, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 18, United-States, <=50K.
33, Private, 204557, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 165743, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
34, Self-emp-not-inc, 48935, Some-college, 10, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 30, United-States, <=50K.
70, Private, 177906, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 6514, 0, 40, United-States, >50K.
18, Private, 93985, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
20, Private, 148351, 7th-8th, 4, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, ?, <=50K.
65, Local-gov, 172646, 9th, 5, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, Private, 145409, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K.
48, Private, 548568, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
47, Private, 117849, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 320425, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
25, Private, 158734, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
59, Private, 168416, HS-grad, 9, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female, 0, 0, 36, Poland, <=50K.
63, Self-emp-not-inc, 33487, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, >50K.
34, Private, 205072, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
44, Private, 210525, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Self-emp-not-inc, 32948, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K.
48, Self-emp-inc, 196689, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
61, Private, 87032, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
44, Self-emp-inc, 325159, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Self-emp-not-inc, 52131, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 266439, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 15, United-States, <=50K.
22, Private, 61850, Masters, 14, Never-married, Sales, Other-relative, White, Female, 0, 0, 21, United-States, <=50K.
19, Private, 163015, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
25, Private, 225135, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
28, Self-emp-inc, 109001, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 60, United-States, <=50K.
33, Private, 45796, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
29, Private, 214987, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K.
19, Private, 311974, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, Mexico, <=50K.
48, Private, 77404, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K.
43, Private, 153132, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
42, Self-emp-not-inc, 64631, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
63, Private, 151364, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 25, United-States, <=50K.
25, Private, 87487, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 50, United-States, <=50K.
41, Self-emp-not-inc, 200479, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 65, United-States, <=50K.
66, Private, 30740, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K.
59, Private, 153484, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
29, Local-gov, 214385, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K.
29, ?, 565769, Preschool, 1, Never-married, ?, Not-in-family, Black, Male, 0, 0, 40, South, <=50K.
44, Self-emp-not-inc, 92162, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 210945, 11th, 7, Separated, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
41, Private, 63105, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States, >50K.
44, Private, 185602, Assoc-voc, 11, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
37, Self-emp-inc, 329980, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K.
70, Local-gov, 111712, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 22, United-States, <=50K.
25, Local-gov, 48317, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K.
42, Private, 84661, Some-college, 10, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
47, Private, 121622, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K.
21, Private, 37514, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
72, Private, 174993, Some-college, 10, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
56, Private, 159472, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K.
52, Local-gov, 195635, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 108282, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K.
63, Private, 55946, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
41, Private, 123306, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
27, Private, 284250, Some-college, 10, Married-civ-spouse, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
60, Private, 113443, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
23, Private, 309178, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 69236, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Japan, <=50K.
34, Local-gov, 182926, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 126675, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
39, Private, 187693, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
56, Private, 41100, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K.
53, State-gov, 261839, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
55, Private, 97197, Some-college, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
29, Private, 260645, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
56, Private, 116878, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Portugal, >50K.
49, ?, 227690, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
29, Private, 199411, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
25, Private, 194813, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
47, Private, 177087, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 2444, 50, United-States, >50K.
44, Self-emp-not-inc, 242434, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 27828, 0, 60, United-States, >50K.
27, Private, 399123, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Male, 0, 1719, 40, United-States, <=50K.
47, Private, 216999, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
47, Private, 47270, 12th, 8, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
42, Federal-gov, 122215, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K.
26, Private, 37898, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K.
38, Private, 61343, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 32533, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 30, United-States, <=50K.
30, Private, 296897, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
29, Private, 201101, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K.
41, Private, 155293, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K.
40, Private, 101593, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
46, State-gov, 104908, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
54, Self-emp-not-inc, 139023, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
44, Private, 429832, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
32, Private, 352542, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
64, Private, 29559, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K.
61, Local-gov, 205711, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, >50K.
49, Private, 160706, 11th, 7, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, Puerto-Rico, <=50K.
59, Federal-gov, 101626, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K.
29, Private, 245226, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K.
39, Private, 118286, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 40, United-States, <=50K.
22, Private, 187703, Assoc-voc, 11, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, Guatemala, <=50K.
49, Private, 289707, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 60, United-States, <=50K.
32, Private, 68330, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 40, United-States, <=50K.
33, Private, 118786, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 1590, 40, United-States, <=50K.
45, Private, 203785, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 32732, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States, <=50K.
54, Local-gov, 204567, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
39, Self-emp-not-inc, 131808, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 80, United-States, >50K.
22, Private, 33272, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K.
55, Private, 117477, 11th, 7, Married-spouse-absent, Other-service, Unmarried, Black, Female, 0, 0, 40, Jamaica, <=50K.
36, Self-emp-not-inc, 240191, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 41310, 0, 90, South, <=50K.
38, Private, 93287, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 127651, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K.
57, Private, 222477, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 8, United-States, >50K.
23, Private, 345734, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 111567, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
38, Private, 108293, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, >50K.
34, Private, 424988, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K.
38, Local-gov, 94529, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female, 3103, 0, 50, United-States, >50K.
42, Private, 163322, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K.
52, Local-gov, 181132, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1887, 40, United-States, >50K.
32, Private, 140092, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K.
29, Private, 131913, Some-college, 10, Never-married, Adm-clerical, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K.
74, Private, 175945, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K.
48, Private, 247053, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K.
17, Self-emp-not-inc, 226203, 12th, 8, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
23, Private, 205865, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 2179, 60, United-States, <=50K.
22, Local-gov, 200109, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
53, Private, 175029, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
20, Private, 55465, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
39, Self-emp-not-inc, 36989, Assoc-voc, 11, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, >50K.
23, Private, 255685, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 25, United-States, <=50K.
30, Private, 180765, 11th, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, <=50K.
34, Self-emp-not-inc, 180607, HS-grad, 9, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K.
39, Private, 48063, 12th, 8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 32, United-States, <=50K.
37, State-gov, 159491, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K.
28, Private, 167789, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K.
23, Private, 124971, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
19, State-gov, 61710, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, <=50K.
32, Private, 127895, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
23, Private, 390348, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 44, Japan, <=50K.
25, Private, 205337, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K.
52, Private, 260954, 10th, 6, Widowed, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
30, ?, 331237, HS-grad, 9, Separated, ?, Own-child, Black, Female, 0, 0, 20, United-States, <=50K.
22, Private, 177526, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 2907, 0, 30, United-States, <=50K.
27, Private, 113882, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 4508, 0, 40, United-States, <=50K.
32, Private, 29144, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
39, Local-gov, 124685, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 50, United-States, <=50K.
18, Private, 88440, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 36, United-States, <=50K.
28, Private, 265074, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
50, Local-gov, 306985, Masters, 14, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 2415, 50, United-States, >50K.
72, Private, 181494, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, <=50K.
76, Private, 138403, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, <=50K.
35, Private, 216473, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 143123, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K.
19, Private, 132717, HS-grad, 9, Married-civ-spouse, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K.
23, State-gov, 389792, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 30, United-States, <=50K.
36, Private, 359001, Assoc-voc, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
50, Private, 260052, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Male, 15020, 0, 40, United-States, >50K.
20, Private, 63633, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, <=50K.
64, Self-emp-not-inc, 234192, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, <=50K.
53, Local-gov, 237523, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
33, Self-emp-not-inc, 183778, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
